event_id,employee_id,department,event_date,event_name,event_type,campaign_name,participation_status,participant_count,engagement_score,wellness_points,final_reward_score,reward_earned
EVT02732,EMP159,Finance,15-09-2025,Step Challenge,Fitness,Wellness Month,Skipped,62,35.4,0,3.5,Gift Voucher
EVT02733,EMP183,Operations,15-09-2025,Step Challenge,Fitness,Employee Engagement Drive,Skipped,62,35.4,0,3.5,Gift Voucher
EVT02734,EMP153,Finance,15-09-2025,Step Challenge,Fitness,Wellness Month,Attended,62,35.4,20,23.5,Wellness Kit
EVT02735,EMP030,Tech,15-09-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,62,35.4,20,23.5,Wellness Kit
EVT02736,EMP123,Marketing,15-09-2025,Step Challenge,Fitness,Wellness Month,Attended,62,35.4,20,23.5,Wellness Kit
EVT02737,EMP165,Finance,15-09-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,62,35.4,20,23.5,Wellness Kit
EVT02738,EMP146,Finance,15-09-2025,Step Challenge,Fitness,Employee Engagement Drive,Skipped,62,35.4,0,3.5,Gift Voucher
EVT02739,EMP055,Tech,15-09-2025,Step Challenge,Fitness,Wellness Month,Attended,62,35.4,20,23.5,Wellness Kit
EVT02740,EMP130,Marketing,15-09-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,62,35.4,20,23.5,Wellness Kit
EVT02741,EMP111,Marketing,15-09-2025,Step Challenge,Fitness,Wellness Month,Attended,62,35.4,20,23.5,Wellness Kit
EVT02742,EMP211,Sales,15-09-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,62,35.4,20,23.5,Wellness Kit
EVT02743,EMP234,Sales,15-09-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,62,35.4,20,23.5,Wellness Kit
EVT02744,EMP059,Tech,15-09-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,62,35.4,20,23.5,Wellness Kit
EVT02745,EMP126,Marketing,15-09-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,62,35.4,20,23.5,Wellness Kit
EVT02746,EMP103,Marketing,15-09-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Skipped,62,35.4,0,3.5,Gift Voucher
EVT02747,EMP232,Sales,15-09-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,62,35.4,20,23.5,Wellness Kit
EVT02748,EMP250,Sales,15-09-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,62,35.4,20,23.5,Wellness Kit
EVT02749,EMP117,Marketing,15-09-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,62,35.4,20,23.5,Wellness Kit
EVT02750,EMP112,Marketing,15-09-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,62,35.4,20,23.5,Wellness Kit
EVT02751,EMP155,Finance,15-09-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,62,35.4,20,23.5,Wellness Kit
EVT02752,EMP001,Tech,15-09-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Skipped,62,35.4,0,3.5,Gift Voucher
EVT02753,EMP005,Tech,15-09-2025,Step Challenge,Fitness,Healthy Workforce Initiative,Attended,62,35.4,20,23.5,Wellness Kit
EVT02754,EMP185,Operations,15-09-2025,Step Challenge,Fitness,Mental Health Awareness Campaign,Attended,62,35.4,20,23.5,Wellness Kit
EVT02755,EMP118,Marketing,15-09-2025,Step Challenge,Fitness,Wellness Month,Attended,62,35.4,20,23.5,Wellness Kit
EVT02756,EMP247,Sales,15-09-2025,Step Challenge,Fitness,Employee Engagement Drive,Attended,62,35.4,20,23.5,Wellness Kit
EVT02757,EMP045,Tech,15-09-2025,Step Challenge,Fitness,Wellness Month,Skipped,62,35.4,0,3.5,Gift Voucher
EVT02758,EMP213,Sales,15-09-2025,Step Challenge,Fitness,Wellness Month,Attended,62,35.4,20,23.5,Wellness Kit
EVT02759,EMP152,Finance,15-09-2025,Step Challenge,Fitness,Employee Engagement Drive,Skipped,62,35.4,0,3.5,Gift Voucher
EVT02760,EMP084,HR,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02761,EMP029,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02762,EMP198,Operations,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02763,EMP065,Tech,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02764,EMP164,Finance,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02765,EMP127,Marketing,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,85,48.6,10,14.9,Gift Voucher
EVT02766,EMP071,HR,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02767,EMP158,Finance,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02768,EMP169,Operations,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02769,EMP153,Finance,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02770,EMP236,Sales,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02771,EMP070,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02772,EMP040,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02773,EMP149,Finance,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,85,48.6,10,14.9,Gift Voucher
EVT02774,EMP191,Operations,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02775,EMP080,HR,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02776,EMP201,Operations,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02777,EMP243,Sales,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02778,EMP163,Finance,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02779,EMP060,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02780,EMP136,Marketing,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02781,EMP037,Tech,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02782,EMP172,Operations,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02783,EMP207,Operations,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,85,48.6,10,14.9,Gift Voucher
EVT02784,EMP190,Operations,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02785,EMP242,Sales,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02786,EMP188,Operations,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02787,EMP111,Marketing,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,85,48.6,10,14.9,Gift Voucher
EVT02788,EMP200,Operations,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02789,EMP246,Sales,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02790,EMP001,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02791,EMP214,Sales,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02792,EMP073,HR,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02793,EMP109,Marketing,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,85,48.6,10,14.9,Gift Voucher
EVT02794,EMP030,Tech,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02795,EMP093,HR,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02796,EMP238,Sales,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02797,EMP045,Tech,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02798,EMP025,Tech,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02799,EMP155,Finance,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02800,EMP186,Operations,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02801,EMP043,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02802,EMP154,Finance,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,85,48.6,10,14.9,Gift Voucher
EVT02803,EMP166,Operations,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02804,EMP221,Sales,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02805,EMP216,Sales,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02806,EMP086,HR,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02807,EMP177,Operations,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02808,EMP189,Operations,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,85,48.6,10,14.9,Gift Voucher
EVT02809,EMP178,Operations,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02810,EMP192,Operations,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02811,EMP083,HR,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02812,EMP135,Marketing,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02813,EMP250,Sales,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02814,EMP112,Marketing,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02815,EMP010,Tech,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02816,EMP233,Sales,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Attended,85,48.6,10,14.9,Gift Voucher
EVT02817,EMP048,Tech,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02818,EMP076,HR,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02819,EMP085,HR,16-10-2025,Creative Workshop,Creative,Mental Health Awareness Campaign,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02820,EMP101,Marketing,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02821,EMP052,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02822,EMP187,Operations,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02823,EMP231,Sales,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02824,EMP168,Operations,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02825,EMP094,HR,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02826,EMP056,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02827,EMP013,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02828,EMP036,Tech,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02829,EMP162,Finance,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02830,EMP241,Sales,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02831,EMP063,Tech,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02832,EMP141,Finance,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02833,EMP042,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02834,EMP021,Tech,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02835,EMP204,Operations,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02836,EMP002,Tech,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02837,EMP027,Tech,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02838,EMP210,Operations,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02839,EMP091,HR,16-10-2025,Creative Workshop,Creative,Employee Engagement Drive,Attended,85,48.6,10,14.9,Gift Voucher
EVT02840,EMP110,Marketing,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Attended,85,48.6,10,14.9,Gift Voucher
EVT02841,EMP203,Operations,16-10-2025,Creative Workshop,Creative,Wellness Month,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02842,EMP249,Sales,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02843,EMP011,Tech,16-10-2025,Creative Workshop,Creative,Healthy Workforce Initiative,Skipped,85,48.6,0,4.9,Gift Voucher
EVT02844,EMP119,Marketing,16-10-2025,Creative Workshop,Creative,Wellness Month,Attended,85,48.6,10,14.9,Gift Voucher
EVT02845,EMP017,Tech,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02846,EMP142,Finance,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02847,EMP239,Sales,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02848,EMP058,Tech,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Attended,53,30.3,15,18,Gift Voucher
EVT02849,EMP097,HR,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Attended,53,30.3,15,18,Gift Voucher
EVT02850,EMP190,Operations,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Attended,53,30.3,15,18,Gift Voucher
EVT02851,EMP121,Marketing,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Skipped,53,30.3,0,3,Gift Voucher
EVT02852,EMP047,Tech,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Skipped,53,30.3,0,3,Gift Voucher
EVT02853,EMP233,Sales,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02854,EMP214,Sales,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Skipped,53,30.3,0,3,Gift Voucher
EVT02855,EMP225,Sales,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Skipped,53,30.3,0,3,Gift Voucher
EVT02856,EMP192,Operations,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02857,EMP213,Sales,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02858,EMP148,Finance,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Attended,53,30.3,15,18,Gift Voucher
EVT02859,EMP085,HR,27-10-2025,Digital Detox Week,Work-Life,Wellness Month,Attended,53,30.3,15,18,Gift Voucher
EVT02860,EMP091,HR,27-10-2025,Digital Detox Week,Work-Life,Wellness Month,Skipped,53,30.3,0,3,Gift Voucher
EVT02861,EMP158,Finance,27-10-2025,Digital Detox Week,Work-Life,Wellness Month,Attended,53,30.3,15,18,Gift Voucher
EVT02862,EMP232,Sales,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02863,EMP224,Sales,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Skipped,53,30.3,0,3,Gift Voucher
EVT02864,EMP150,Finance,27-10-2025,Digital Detox Week,Work-Life,Wellness Month,Skipped,53,30.3,0,3,Gift Voucher
EVT02865,EMP072,HR,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Attended,53,30.3,15,18,Gift Voucher
EVT02866,EMP113,Marketing,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02867,EMP163,Finance,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Attended,53,30.3,15,18,Gift Voucher
EVT02868,EMP103,Marketing,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Attended,53,30.3,15,18,Gift Voucher
EVT02869,EMP062,Tech,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02870,EMP010,Tech,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02871,EMP005,Tech,27-10-2025,Digital Detox Week,Work-Life,Wellness Month,Attended,53,30.3,15,18,Gift Voucher
EVT02872,EMP205,Operations,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02873,EMP016,Tech,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Skipped,53,30.3,0,3,Gift Voucher
EVT02874,EMP035,Tech,27-10-2025,Digital Detox Week,Work-Life,Wellness Month,Attended,53,30.3,15,18,Gift Voucher
EVT02875,EMP056,Tech,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Attended,53,30.3,15,18,Gift Voucher
EVT02876,EMP238,Sales,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02877,EMP055,Tech,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02878,EMP102,Marketing,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02879,EMP078,HR,27-10-2025,Digital Detox Week,Work-Life,Wellness Month,Skipped,53,30.3,0,3,Gift Voucher
EVT02880,EMP207,Operations,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Skipped,53,30.3,0,3,Gift Voucher
EVT02881,EMP197,Operations,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02882,EMP027,Tech,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02883,EMP073,HR,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02884,EMP218,Sales,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02885,EMP241,Sales,27-10-2025,Digital Detox Week,Work-Life,Wellness Month,Attended,53,30.3,15,18,Gift Voucher
EVT02886,EMP028,Tech,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Skipped,53,30.3,0,3,Gift Voucher
EVT02887,EMP160,Finance,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02888,EMP053,Tech,27-10-2025,Digital Detox Week,Work-Life,Mental Health Awareness Campaign,Attended,53,30.3,15,18,Gift Voucher
EVT02889,EMP229,Sales,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02890,EMP081,HR,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Attended,53,30.3,15,18,Gift Voucher
EVT02891,EMP221,Sales,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02892,EMP157,Finance,27-10-2025,Digital Detox Week,Work-Life,Wellness Month,Attended,53,30.3,15,18,Gift Voucher
EVT02893,EMP236,Sales,27-10-2025,Digital Detox Week,Work-Life,Wellness Month,Attended,53,30.3,15,18,Gift Voucher
EVT02894,EMP046,Tech,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Attended,53,30.3,15,18,Gift Voucher
EVT02895,EMP008,Tech,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Skipped,53,30.3,0,3,Gift Voucher
EVT02896,EMP173,Operations,27-10-2025,Digital Detox Week,Work-Life,Employee Engagement Drive,Attended,53,30.3,15,18,Gift Voucher
EVT02897,EMP057,Tech,27-10-2025,Digital Detox Week,Work-Life,Healthy Workforce Initiative,Skipped,53,30.3,0,3,Gift Voucher
EVT02898,EMP068,Tech,16-10-2025,Wellness Retreat,Social,Employee Engagement Drive,Attended,133,76,15,22.6,Wellness Kit
EVT02899,EMP156,Finance,16-10-2025,Wellness Retreat,Social,Mental Health Awareness Campaign,Attended,133,76,15,22.6,Wellness Kit
EVT02900,EMP010,Tech,16-10-2025,Wellness Retreat,Social,Employee Engagement Drive,Attended,133,76,15,22.6,Wellness Kit
EVT02901,EMP091,HR,16-10-2025,Wellness Retreat,Social,Wellness Month,Skipped,133,76,0,7.6,Gift Voucher
EVT02902,EMP246,Sales,16-10-2025,Wellness Retreat,Social,Employee Engagement Drive,Attended,133,76,15,22.6,Wellness Kit
EVT02903,EMP023,Tech,16-10-2025,Wellness Retreat,Social,Healthy Workforce Initiative,Attended,133,76,15,22.6,Wellness Kit
EVT02904,EMP119,Marketing,16-10-2025,Wellness Retreat,Social,Wellness Month,Attended,133,76,15,22.6,Wellness Kit
EVT02905,EMP034,Tech,16-10-2025,Wellness Retreat,Social,Healthy Workforce Initiative,Attended,133,76,15,22.6,Wellness Kit
EVT02906,EMP037,Tech,16-10-2025,Wellness Retreat,Social,Wellness Month,Attended,133,76,15,22.6,Wellness Kit
EVT02907,EMP241,Sales,16-10-2025,Wellness Retreat,Social,Mental Health Awareness Campaign,Attended,133,76,15,22.6,Wellness Kit
EVT02908,EMP250,Sales,16-10-2025,Wellness Retreat,Social,Wellness Month,Attended,133,76,15,22.6,Wellness Kit
EVT02909,EMP017,Tech,16-10-2025,Wellness Retreat,Social,Employee Engagement Drive,Attended,133,76,15,22.6,Wellness Kit
EVT02910,EMP205,Operations,16-10-2025,Wellness Retreat,Social,Mental Health Awareness Campaign,Skipped,133,76,0,7.6,Gift Voucher
EVT02911,EMP107,Marketing,16-10-2025,Wellness Retreat,Social,Employee Engagement Drive,Attended,133,76,15,22.6,Wellness Kit
EVT02912,EMP039,Tech,16-10-2025,Wellness Retreat,Social,Wellness Month,Attended,133,76,15,22.6,Wellness Kit
EVT02913,EMP206,Operations,16-10-2025,Wellness Retreat,Social,Employee Engagement Drive,Attended,133,76,15,22.6,Wellness Kit
EVT02914,EMP190,Operations,16-10-2025,Wellness Retreat,Social,Employee Engagement Drive,Attended,133,76,15,22.6,Wellness Kit
EVT02915,EMP065,Tech,16-10-2025,Wellness Retreat,Social,Mental Health Awareness Campaign,Attended,133,76,15,22.6,Wellness Kit
EVT02916,EMP132,Marketing,16-10-2025,Wellness Retreat,Social,Wellness Month,Attended,133,76,15,22.6,Wellness Kit
EVT02917,EMP015,Tech,16-10-2025,Wellness Retreat,Social,Wellness Month,Attended,133,76,15,22.6,Wellness Kit
EVT02918,EMP027,Tech,16-10-2025,Wellness Retreat,Social,Mental Health Awareness Campaign,Attended,133,76,15,22.6,Wellness Kit
EVT02919,EMP062,Tech,16-10-2025,Wellness Retreat,Social,Healthy Workforce Initiative,Attended,133,76,15,22.6,Wellness Kit
EVT02920,EMP183,Operations,16-10-2025,Wellness Retreat,Social,Wellness Month,Attended,133,76,15,22.6,Wellness Kit
EVT02921,EMP004,Tech,16-10-2025,Wellness Retreat,Social,Wellness Month,Attended,133,76,15,22.6,Wellness Kit
EVT02922,EMP175,Operations,16-10-2025,Wellness Retreat,Social,Healthy Workforce Initiative,Skipped,133,76,0,7.6,Gift Voucher
EVT02923,EMP083,HR,16-10-2025,Wellness Retreat,Social,Mental Health Awareness Campaign,Attended,133,76,15,22.6,Wellness Kit
EVT02924,EMP202,Operations,16-10-2025,Wellness Retreat,Social,Healthy Workforce Initiative,Attended,133,76,15,22.6,Wellness Kit
EVT02925,EMP012,Tech,16-10-2025,Wellness Retreat,Social,Healthy Workforce Initiative,Skipped,133,76,0,7.6,Gift Voucher
EVT02926,EMP070,Tech,16-10-2025,Wellness Retreat,Social,Wellness Month,Attended,133,76,15,22.6,Wellness Kit
EVT02927,EMP098,HR,16-10-2025,Wellness Retreat,Social,Mental Health Awareness Campaign,Skipped,133,76,0,7.6,Gift Voucher
EVT02928,EMP101,Marketing,16-10-2025,Wellness Retreat,Social,Healthy Workforce Initiative,Attended,133,76,15,22.6,Wellness Kit
EVT02929,EMP018,Tech,16-10-2025,Wellness Retreat,Social,Healthy Workforce Initiative,Attended,133,76,15,22.6,Wellness Kit
EVT02930,EMP110,Marketing,16-10-2025,Wellness Retreat,Social,Mental Health Awareness Campaign,Attended,133,76,15,22.6,Wellness Kit
EVT02931,EMP130,Marketing,16-10-2025,Wellness Retreat,Social,Employee Engagement Drive,Skipped,133,76,0,7.6,Gift Voucher
EVT02932,EMP229,Sales,16-10-2025,Wellness Retreat,Social,Healthy Workforce Initiative,Attended,133,76,15,22.6,Wellness Kit
